Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	ID-005287-SEC05-Fraction-00L	ID-005288-SEC05-Fraction-29	ID-005289-SEC05-Fraction-30	ID-005290-SEC05-Fraction-31	ID-005291-SEC05-Fraction-32	ID-005292-SEC05-Fraction-33	ID-005293-SEC05-Fraction-34	ID-005294-SEC05-Fraction-35	ID-005295-SEC05-Fraction-36	ID-005296-SEC05-Fraction-37	ID-005297-SEC05-Fraction-38	ID-005298-SEC05-Fraction-39	ID-005299-SEC05-Fraction-40	ID-005300-SEC05-Fraction-41	ID-005301-SEC05-Fraction-42	ID-005302-SEC05-Fraction-43	ID-005303-SEC05-Fraction-44	ID-005304-SEC05-Fraction-45	ID-005305-SEC05-Fraction-46	ID-005306-SEC05-Fraction-47	ID-005307-SEC05-Fraction-48
sense	NC_000913.3	RefSeq	CDS	39244	40386	.	-	0	ID=cds37;Parent=gene38;Dbxref=ASAP:ABE-0000139,UniProtKB/Swiss-Prot:P60584,Genbank:NP_414581.1,EcoGene:EG11560,GeneID:949064;Name=NP_414581.1;Note=probable carnitine operon oxidoreductase;Ontology_term=GO:0005737,GO:0006097,GO:0009310,GO:0042413;experiment=N-terminus verified by Edman degradation: PMID 10209289;gbkey=CDS;gene=caiA;go_component=cytoplasm|0005737||;go_process=glyoxylate cycle|0006097||,amine catabolic process|0009310||,carnitine catabolic process|0042413||;product=crotonobetaine reductase subunit II%2C FAD-binding;protein_id=NP_414581.1;transl_table=11	80.0	99.0	96.0	65.0	75.0	58.0	110.0	173.0	221.0	416.0	402.0	327.0	544.0	359.0	410.0	390.0	157.0	127.0	133.0	183.0	86.0
sense	NC_000913.3	RefSeq	CDS	40417	41931	.	-	0	ID=cds38;Parent=gene39;Dbxref=ASAP:ABE-0000141,UniProtKB/Swiss-Prot:P31553,Genbank:NP_414582.1,EcoGene:EG11561,GeneID:944765;Name=NP_414582.1;Note=probable carnitine transporter;Ontology_term=GO:0009274,GO:0019866,GO:0016052;gbkey=CDS;gene=caiT;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=carbohydrate catabolic process|0016052||;product=putative transporter;protein_id=NP_414582.1;transl_table=11	53.0	4.0	3.0	1.0	0	2.0	4.0	5.0	9.0	22.0	21.0	16.0	16.0	13.0	15.0	11.0	5.0	1.0	3.0	4.0	1.0
sense	NC_000913.3	RefSeq	CDS	42403	43173	.	+	0	ID=cds39;Parent=gene40;Dbxref=ASAP:ABE-0000145,UniProtKB/Swiss-Prot:P60566,Genbank:NP_414583.2,EcoGene:EG11562,GeneID:947316;Name=NP_414583.2;Note=probable flavoprotein subunit%2C carnitine metabolism;Ontology_term=GO:0016052;gbkey=CDS;gene=fixA;go_process=carbohydrate catabolic process|0016052||;product=anaerobic carnitine reduction putative electron transfer flavoprotein subunit;protein_id=NP_414583.2;transl_table=11	30.0	4.0	5.0	1.0	1.0	3.0	1.0	2.0	4.0	7.0	8.0	4.0	8.0	6.0	1.0	2.0	3.0	2.0	0	0	0
sense	NC_000913.3	RefSeq	CDS	43188	44129	.	+	0	ID=cds40;Parent=gene41;Dbxref=ASAP:ABE-0000147,UniProtKB/Swiss-Prot:P31574,Genbank:NP_414584.1,EcoGene:EG11563,GeneID:948939;Name=NP_414584.1;Note=probable flavoprotein subunit%2C carnitine metabolism;Ontology_term=GO:0016052;gbkey=CDS;gene=fixB;go_process=carbohydrate catabolic process|0016052||;product=putative electron transfer flavoprotein%2C NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein;protein_id=NP_414584.1;transl_table=11	25.0	6.0	6.0	3.0	4.0	5.0	4.0	3.0	8.0	12.0	12.0	12.0	12.0	18.0	46.0	41.0	31.0	14.0	7.0	4.0	2.0
sense	NC_000913.3	RefSeq	CDS	44180	45466	.	+	0	ID=cds41;Parent=gene42;Dbxref=ASAP:ABE-0000149,UniProtKB/Swiss-Prot:P68644,Genbank:NP_414585.1,EcoGene:EG11564,GeneID:948958;Name=NP_414585.1;Note=flavoprotein%3B electron transport;Ontology_term=GO:0042413;gbkey=CDS;gene=fixC;go_process=carnitine catabolic process|0042413||;product=putative oxidoreductase;protein_id=NP_414585.1;transl_table=11	24.0	24.0	18.0	15.0	9.0	16.0	17.0	18.0	23.0	29.0	55.0	47.0	54.0	28.0	44.0	24.0	18.0	9.0	8.0	3.0	5.0
sense	NC_000913.3	RefSeq	CDS	45463	45750	.	+	0	ID=cds42;Parent=gene43;Dbxref=ASAP:ABE-0000151,UniProtKB/Swiss-Prot:P68646,Genbank:NP_414586.1,EcoGene:EG11565,GeneID:948590;Name=NP_414586.1;Note=putative ferredoxin;Ontology_term=GO:0042413;gbkey=CDS;gene=fixX;go_process=carnitine catabolic process|0042413||;product=putative 4Fe-4S ferredoxin-type protein;protein_id=NP_414586.1;transl_table=11	5.0	14.0	11.0	4.0	1.0	5.0	6.0	9.0	12.0	18.0	14.0	15.0	20.0	7.0	29.0	20.0	8.0	6.0	6.0	2.0	4.0
sense	NC_000913.3	RefSeq	CDS	45807	47138	.	+	0	ID=cds43;Parent=gene44;Dbxref=ASAP:ABE-0000156,UniProtKB/Swiss-Prot:P31679,Genbank:NP_414587.1,EcoGene:EG11566,GeneID:944766;Name=NP_414587.1;Note=putative transport protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yaaU;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative MFS sugar transporter%3B membrane protein;protein_id=NP_414587.1;transl_table=11	52.0	37.0	20.0	15.0	16.0	14.0	23.0	23.0	27.0	67.0	85.0	68.0	85.0	55.0	80.0	63.0	34.0	23.0	5.0	13.0	7.0
sense	NC_000913.3	RefSeq	CDS	47246	47776	.	+	0	ID=cds44;Parent=gene45;Dbxref=ASAP:ABE-0000159,UniProtKB/Swiss-Prot:P0A754,Genbank:NP_414588.1,EcoGene:EG11568,GeneID:944767;Name=NP_414588.1;Note=putative NAD(P)H oxidoreductase;gbkey=CDS;gene=kefF;product=potassium-efflux system ancillary protein for KefC%2C glutathione-regulated%3B quinone oxidoreductase%2C FMN-dependent;protein_id=NP_414588.1;transl_table=11	20.0	17.0	12.0	16.0	15.0	6.0	13.0	11.0	13.0	29.0	21.0	19.0	23.0	16.0	22.0	18.0	7.0	2.0	7.0	2.0	4.0
sense	NC_000913.3	RefSeq	CDS	47769	49631	.	+	0	ID=cds45;Parent=gene46;Dbxref=ASAP:ABE-0000161,UniProtKB/Swiss-Prot:P03819,Genbank:NP_414589.1,EcoGene:EG10521,GeneID:944773;Name=NP_414589.1;Note=K+ efflux antiporter%2C glutathione-regulated;Ontology_term=GO:0009274,GO:0019866,GO:0015386;gbkey=CDS;gene=kefC;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_function=potassium:hydrogen antiporter activity|0015386||;product=potassium:proton antiporter;protein_id=NP_414589.1;transl_table=11	142.0	63.0	34.0	15.0	28.0	34.0	27.0	48.0	47.0	74.0	94.0	88.0	146.0	105.0	122.0	99.0	36.0	25.0	13.0	11.0	13.0
sense	NC_000913.3	RefSeq	CDS	49823	50302	.	+	0	ID=cds46;Parent=gene47;Dbxref=ASAP:ABE-0000164,UniProtKB/Swiss-Prot:P0ABQ4,Genbank:NP_414590.1,EcoGene:EG10326,GeneID:944790;Name=NP_414590.1;Note=dihydrofolate reductase type I%3B trimethoprim resistance;Ontology_term=GO:0046656;experiment=N-terminus verified by Edman degradation: PMID 350268%2C4610415;gbkey=CDS;gene=folA;go_process=folic acid biosynthetic process|0046656||;product=dihydrofolate reductase;protein_id=NP_414590.1;transl_table=11	25.0	38.0	39.0	20.0	15.0	19.0	26.0	28.0	25.0	71.0	65.0	45.0	59.0	27.0	37.0	47.0	28.0	21.0	13.0	14.0	6.0
sense	NC_000913.3	RefSeq	CDS	50380	51222	.	-	0	ID=cds47;Parent=gene48;Dbxref=ASAP:ABE-0000167,UniProtKB/Swiss-Prot:P05637,Genbank:NP_414591.1,EcoGene:EG10048,GeneID:944770;Name=NP_414591.1;Ontology_term=GO:0005737,GO:0015949;gbkey=CDS;gene=apaH;go_component=cytoplasm|0005737||;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=diadenosine tetraphosphatase;protein_id=NP_414591.1;transl_table=11	70.0	172.0	115.0	63.0	76.0	56.0	89.0	125.0	137.0	240.0	311.0	224.0	314.0	180.0	273.0	238.0	136.0	76.0	38.0	44.0	27.0
sense	NC_000913.3	RefSeq	CDS	51229	51606	.	-	0	ID=cds48;Parent=gene49;Dbxref=ASAP:ABE-0000169,UniProtKB/Swiss-Prot:P62672,Genbank:NP_414592.1,EcoGene:EG10047,GeneID:944772;Name=NP_414592.1;gbkey=CDS;gene=apaG;product=protein associated with Co2+ and Mg2+ efflux;protein_id=NP_414592.1;transl_table=11	101.0	254.0	173.0	147.0	133.0	147.0	214.0	194.0	237.0	452.0	542.0	450.0	512.0	352.0	430.0	383.0	114.0	73.0	50.0	51.0	49.0
sense	NC_000913.3	RefSeq	CDS	51609	52430	.	-	0	ID=cds49;Parent=gene50;Dbxref=ASAP:ABE-0000175,UniProtKB/Swiss-Prot:P06992,Genbank:NP_414593.1,EcoGene:EG10523,GeneID:944939;Name=NP_414593.1;Ontology_term=GO:0005737,GO:0009451,GO:0042493;gbkey=CDS;gene=rsmA;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||,response to drug|0042493||;product=16S rRNA m(6)A1518%2C m(6)A1519 dimethyltransferase%2C SAM-dependent;protein_id=NP_414593.1;transl_table=11	141.0	606.0	349.0	220.0	234.0	243.0	341.0	436.0	552.0	1080.0	1141.0	941.0	1172.0	740.0	874.0	899.0	452.0	318.0	212.0	176.0	122.0
sense	NC_000913.3	RefSeq	CDS	52427	53416	.	-	0	ID=cds50;Parent=gene51;Dbxref=ASAP:ABE-0000178,UniProtKB/Swiss-Prot:P19624,Genbank:NP_414594.1,EcoGene:EG10691,GeneID:944919;Name=NP_414594.1;Note=pyridoxine biosynthesis;Ontology_term=GO:0005737,GO:0008615;gbkey=CDS;gene=pdxA;go_component=cytoplasm|0005737||;go_process=pyridoxine biosynthetic process|0008615||;product=4-hydroxy-L-threonine phosphate dehydrogenase%2C NAD-dependent;protein_id=NP_414594.1;transl_table=11	151.0	416.0	273.0	187.0	239.0	254.0	382.0	520.0	651.0	1160.0	1321.0	1308.0	1447.0	897.0	932.0	878.0	461.0	297.0	238.0	251.0	153.0
sense	NC_000913.3	RefSeq	CDS	53416	54702	.	-	0	ID=cds51;Parent=gene52;Dbxref=ASAP:ABE-0000180,UniProtKB/Swiss-Prot:P0ABZ6,Genbank:NP_414595.1,EcoGene:EG10985,GeneID:944812;Name=NP_414595.1;Note=survival protein;Ontology_term=GO:0009279,GO:0006457;gbkey=CDS;gene=surA;go_component=cell outer membrane|0009279||;go_process=protein folding|0006457||;product=peptidyl-prolyl cis-trans isomerase (PPIase);protein_id=NP_414595.1;transl_table=11	227.0	697.0	444.0	259.0	293.0	285.0	460.0	520.0	788.0	1982.0	2550.0	2215.0	2142.0	1039.0	985.0	928.0	487.0	303.0	236.0	220.0	135.0
sense	NC_000913.3	RefSeq	CDS	54755	57109	.	-	0	ID=cds52;Parent=gene53;Dbxref=ASAP:ABE-0000183,UniProtKB/Swiss-Prot:P31554,Genbank:NP_414596.1,EcoGene:EG11569,GeneID:945011;Name=NP_414596.1;Note=organic solvent tolerance;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=lptD;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=LPS assembly OM complex LptDE%2C beta-barrel component;protein_id=NP_414596.1;transl_table=11	237.0	814.0	524.0	299.0	376.0	313.0	466.0	566.0	668.0	1313.0	1485.0	1213.0	1316.0	861.0	1053.0	1179.0	511.0	280.0	187.0	156.0	112.0
sense	NC_000913.3	RefSeq	CDS	57364	58179	.	+	0	ID=cds53;Parent=gene54;Dbxref=ASAP:ABE-0000187,UniProtKB/Swiss-Prot:P31680,Genbank:NP_414597.1,EcoGene:EG11570,GeneID:948992;Name=NP_414597.1;Ontology_term=GO:0006457;gbkey=CDS;gene=djlA;go_process=protein folding|0006457||;product=membrane-anchored DnaK co-chaperone%2C DNA-binding protein;protein_id=NP_414597.1;transl_table=11	76.0	202.0	174.0	126.0	157.0	123.0	175.0	171.0	229.0	429.0	433.0	333.0	336.0	211.0	165.0	182.0	67.0	35.0	27.0	34.0	23.0
sense	NC_000913.3	RefSeq	CDS	58474	59052	.	+	0	ID=cds54;Parent=gene55;Dbxref=ASAP:ABE-0000192,ASAP:ABE-0000194,UniProtKB/Swiss-Prot:P39220,EcoGene:EG12610,GeneID:944776;Note=pseudogene%2C pentapeptide repeats-containing;gbkey=CDS;gene=yabP;pseudo=true;transl_table=11	20.0	122.0	76.0	24.0	44.0	29.0	31.0	29.0	33.0	65.0	70.0	63.0	79.0	47.0	63.0	53.0	34.0	8.0	9.0	12.0	13.0
sense	NC_000913.3	RefSeq	CDS	59052	59279	.	+	0	ID=cds54;Parent=gene55;Dbxref=ASAP:ABE-0000192,ASAP:ABE-0000194,UniProtKB/Swiss-Prot:P39220,EcoGene:EG12610,GeneID:944776;Note=pseudogene%2C pentapeptide repeats-containing;gbkey=CDS;gene=yabP;pseudo=true;transl_table=11	15.0	206.0	159.0	68.0	63.0	30.0	38.0	19.0	35.0	38.0	28.0	23.0	25.0	14.0	15.0	13.0	10.0	6.0	6.0	4.0	7.0
sense	NC_000913.3	RefSeq	CDS	59687	60346	.	-	0	ID=cds55;Parent=gene56;Dbxref=ASAP:ABE-0000196,UniProtKB/Swiss-Prot:P0AA37,Genbank:NP_414600.1,EcoGene:EG12609,GeneID:946262;Name=NP_414600.1;Ontology_term=GO:0009451;gbkey=CDS;gene=rluA;go_process=RNA modification|0009451||;product=dual specificity 23S rRNA pseudouridine(746)%2C tRNA pseudouridine(32) synthase%2C SAM-dependent;protein_id=NP_414600.1;transl_table=11	54.0	22.0	25.0	19.0	17.0	24.0	40.0	43.0	53.0	123.0	153.0	156.0	173.0	100.0	78.0	43.0	13.0	2.0	4.0	5.0	4.0
sense	NC_000913.3	RefSeq	CDS	60358	63264	.	-	0	ID=cds56;Parent=gene57;Dbxref=ASAP:ABE-0000198,UniProtKB/Swiss-Prot:P60240,Genbank:NP_414601.1,EcoGene:EG11083,GeneID:948523;Name=NP_414601.1;Note=probable ATP-dependent RNA helicase;Ontology_term=GO:0009451;gbkey=CDS;gene=rapA;go_process=RNA modification|0009451||;product=RNA polymerase remodeling/recycling factor ATPase%3B RNA polymerase-associated%2C ATP-dependent RNA translocase;protein_id=NP_414601.1;transl_table=11	87.0	47.0	33.0	22.0	26.0	25.0	30.0	47.0	55.0	123.0	128.0	105.0	121.0	87.0	87.0	93.0	45.0	13.0	12.0	16.0	10.0
sense	NC_000913.3	RefSeq	CDS	63429	65780	.	-	0	ID=cds57;Parent=gene58;Dbxref=ASAP:ABE-0000202,UniProtKB/Swiss-Prot:P21189,Genbank:NP_414602.1,EcoGene:EG10747,GeneID:944779;Name=NP_414602.1;Ontology_term=GO:0005737,GO:0006261,GO:0006281,GO:0009314,GO:0009432;gbkey=CDS;gene=polB;go_component=cytoplasm|0005737||;go_process=DNA-dependent DNA replication|0006261||,DNA repair|0006281||,response to radiation|0009314||,SOS response|0009432||;product=DNA polymerase II;protein_id=NP_414602.1;transl_table=11	122.0	380.0	284.0	150.0	191.0	214.0	271.0	288.0	340.0	610.0	730.0	608.0	637.0	409.0	460.0	421.0	194.0	121.0	81.0	80.0	52.0
sense	NC_000913.3	RefSeq	CDS	65855	66550	.	-	0	ID=cds58;Parent=gene59;Dbxref=ASAP:ABE-0000209,UniProtKB/Swiss-Prot:P08203,Genbank:NP_414603.1,EcoGene:EG10055,GeneID:945294;Name=NP_414603.1;Ontology_term=GO:0005737,GO:0016052;experiment=N-terminus verified by Edman degradation: PMID 3549454%2C8520491;gbkey=CDS;gene=araD;go_component=cytoplasm|0005737||;go_process=carbohydrate catabolic process|0016052||;product=L-ribulose-5-phosphate 4-epimerase;protein_id=NP_414603.1;transl_table=11	9.0	6.0	9.0	1.0	0	1.0	4.0	1.0	3.0	6.0	9.0	9.0	6.0	5.0	5.0	2.0	5.0	4.0	0	0	1.0
sense	NC_000913.3	RefSeq	CDS	66835	68337	.	-	0	ID=cds59;Parent=gene60;Dbxref=ASAP:ABE-0000221,UniProtKB/Swiss-Prot:P08202,Genbank:NP_414604.1,EcoGene:EG10052,GeneID:947511;Name=NP_414604.1;Ontology_term=GO:0005737,GO:0016052;experiment=N-terminus verified by Edman degradation: PMID 3549454;gbkey=CDS;gene=araA;go_component=cytoplasm|0005737||;go_process=carbohydrate catabolic process|0016052||;product=L-arabinose isomerase;protein_id=NP_414604.1;transl_table=11	41.0	31.0	13.0	16.0	13.0	12.0	14.0	21.0	24.0	54.0	49.0	59.0	54.0	45.0	54.0	62.0	37.0	22.0	14.0	15.0	11.0
sense	NC_000913.3	RefSeq	CDS	68348	70048	.	-	0	ID=cds60;Parent=gene61;Dbxref=ASAP:ABE-0000223,UniProtKB/Swiss-Prot:P08204,Genbank:NP_414605.1,EcoGene:EG10053,GeneID:946017;Name=NP_414605.1;Ontology_term=GO:0005737,GO:0016052;gbkey=CDS;gene=araB;go_component=cytoplasm|0005737||;go_process=carbohydrate catabolic process|0016052||;product=L-ribulokinase;protein_id=NP_414605.1;transl_table=11	33.0	30.0	18.0	16.0	16.0	17.0	21.0	25.0	46.0	54.0	77.0	62.0	60.0	39.0	55.0	52.0	39.0	17.0	3.0	9.0	10.0
sense	NC_000913.3	RefSeq	CDS	70387	71265	.	+	0	ID=cds61;Parent=gene62;Dbxref=ASAP:ABE-0000236,UniProtKB/Swiss-Prot:P0A9E0,Genbank:NP_414606.1,EcoGene:EG10054,GeneID:944780;Name=NP_414606.1;Note=transcriptional regulator for ara operon;Ontology_term=GO:0005737,GO:0016052,GO:0006350,GO:0016563,GO:0016564;gbkey=CDS;gene=araC;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=carbohydrate catabolic process|0016052||,transcription|0006350||;product=ara regulon transcriptional activator%3B autorepressor;protein_id=NP_414606.1;transl_table=11	63.0	240.0	160.0	106.0	134.0	139.0	196.0	185.0	256.0	495.0	479.0	436.0	493.0	314.0	269.0	263.0	120.0	96.0	107.0	88.0	72.0
sense	NC_000913.3	RefSeq	CDS	71351	72115	.	+	0	ID=cds62;Parent=gene63;Dbxref=ASAP:ABE-0000241,UniProtKB/Swiss-Prot:P30149,Genbank:NP_414607.1,EcoGene:EG11571,GeneID:944783;Name=NP_414607.1;Ontology_term=GO:0009274;gbkey=CDS;gene=yabI;go_component=peptidoglycan-based cell wall|0009274||;product=DedA family inner membrane protein;protein_id=NP_414607.1;transl_table=11	138.0	485.0	373.0	241.0	291.0	252.0	337.0	382.0	419.0	913.0	942.0	827.0	851.0	466.0	526.0	460.0	265.0	153.0	127.0	117.0	106.0
sense	NC_000913.3	RefSeq	CDS	72229	72927	.	-	0	ID=cds63;Parent=gene64;Dbxref=ASAP:ABE-0000244,UniProtKB/Swiss-Prot:P31548,Genbank:NP_414608.1,EcoGene:EG11572,GeneID:944785;Name=NP_414608.1;Note=putative ATP-binding component of a transport system;Ontology_term=GO:0009274,GO:0005737,GO:0009228;gbkey=CDS;gene=thiQ;go_component=peptidoglycan-based cell wall|0009274||,cytoplasm|0005737||;go_process=thiamin biosynthetic process|0009228||;product=thiamine/thiamine pyrophosphate ABC transporter ATPase;protein_id=NP_414608.1;transl_table=11	22.0	10.0	5.0	5.0	5.0	5.0	12.0	12.0	12.0	36.0	43.0	27.0	29.0	27.0	19.0	33.0	28.0	9.0	9.0	4.0	6.0
sense	NC_000913.3	RefSeq	CDS	72911	74521	.	-	0	ID=cds64;Parent=gene65;Dbxref=ASAP:ABE-0000246,UniProtKB/Swiss-Prot:P31549,Genbank:NP_414609.1,EcoGene:EG11573,GeneID:944784;Name=NP_414609.1;Ontology_term=GO:0009274,GO:0019866,GO:0009228;gbkey=CDS;gene=thiP;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=thiamin biosynthetic process|0009228||;product=thiamine/thiamine pyrophosphate ABC transporter permease;protein_id=NP_414609.1;transl_table=11	40.0	35.0	16.0	16.0	27.0	19.0	28.0	28.0	40.0	87.0	82.0	76.0	97.0	59.0	79.0	79.0	32.0	19.0	27.0	18.0	9.0
sense	NC_000913.3	RefSeq	CDS	74497	75480	.	-	0	ID=cds65;Parent=gene66;Dbxref=ASAP:ABE-0000249,UniProtKB/Swiss-Prot:P31550,Genbank:NP_414610.1,EcoGene:EG11574,GeneID:946306;Name=NP_414610.1;Note=thiamin-binding periplasmic protein%3B periplasmic-binding component of ABC superfamily;Ontology_term=GO:0042597,GO:0009228;gbkey=CDS;gene=thiB;go_component=periplasmic space|0042597||;go_process=thiamin biosynthetic process|0009228||;product=thiamine/thiamine pyrophosphate/thiamine monophosphate ABC transporter periplasmic binding protein;protein_id=NP_414610.1;transl_table=11	42.0	57.0	27.0	22.0	12.0	25.0	32.0	33.0	43.0	72.0	80.0	78.0	59.0	38.0	42.0	48.0	41.0	21.0	24.0	16.0	9.0
sense	NC_000913.3	RefSeq	CDS	75644	77299	.	-	0	ID=cds66;Parent=gene67;Dbxref=ASAP:ABE-0000251,UniProtKB/Swiss-Prot:P33595,Genbank:NP_414611.1,EcoGene:EG12094,GeneID:944788;Name=NP_414611.1;Note=putative transport protein;Ontology_term=GO:0042597;gbkey=CDS;gene=sgrR;go_component=periplasmic space|0042597||;product=transcriptional DNA-binding transcriptional activator of sgrS sRNA;protein_id=NP_414611.1;transl_table=11	70.0	135.0	82.0	27.0	41.0	37.0	77.0	52.0	93.0	157.0	186.0	150.0	171.0	109.0	177.0	170.0	102.0	43.0	32.0	39.0	19.0
sense	NC_000913.3	RefSeq	ncRNA	77367	77593	.	+	.	ID=rna1;Parent=gene68;Dbxref=ASAP:ABE-0285090,EcoGene:EG31149,GeneID:4056038;gbkey=ncRNA;gene=sgrS;product=sRNA antisense regulator destabilzes ptsG mRNA%2C Hfq-dependent%3B regulated by sgrR	111.0	193.0	162.0	118.0	155.0	200.0	294.0	321.0	550.0	1795.0	2054.0	1187.0	1026.0	329.0	246.0	129.0	57.0	27.0	18.0	29.0	29.0
sense	NC_000913.3	RefSeq	CDS	77388	77519	.	+	0	ID=cds67;Parent=gene69;Dbxref=UniProtKB/Swiss-Prot:C1P5Z7,Genbank:YP_002791237.1,EcoGene:EG14467,GeneID:7751624;Name=YP_002791237.1;gbkey=CDS;gene=sgrT;product=inhibitor of glucose uptake;protein_id=YP_002791237.1;transl_table=11	91.0	174.0	148.0	100.0	146.0	187.0	259.0	281.0	503.0	1667.0	1885.0	1070.0	916.0	301.0	228.0	118.0	54.0	25.0	15.0	27.0	25.0
sense	NC_000913.3	RefSeq	CDS	77621	78799	.	+	0	ID=cds68;Parent=gene70;Dbxref=ASAP:ABE-0000257,UniProtKB/Swiss-Prot:P31675,Genbank:YP_025293.1,EcoGene:EG11754,GeneID:944793;Name=YP_025293.1;Ontology_term=GO:0009274,GO:0019866,GO:0016052,GO:0015543;gbkey=CDS;gene=setA;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_function=lactose/glucose efflux transporter activity|0015543||;go_process=carbohydrate catabolic process|0016052||;product=broad specificity sugar efflux system;protein_id=YP_025293.1;transl_table=11	48.0	123.0	98.0	52.0	82.0	49.0	114.0	83.0	101.0	216.0	175.0	138.0	148.0	120.0	141.0	150.0	73.0	59.0	23.0	36.0	15.0
sense	NC_000913.3	RefSeq	CDS	78848	79453	.	-	0	ID=cds69;Parent=gene71;Dbxref=ASAP:ABE-0000259,UniProtKB/Swiss-Prot:P30126,Genbank:NP_414613.1,EcoGene:EG11575,GeneID:945642;Name=NP_414613.1;Note=isopropylmalate isomerase subunit;Ontology_term=GO:0005737,GO:0009098;gbkey=CDS;gene=leuD;go_component=cytoplasm|0005737||;go_process=leucine biosynthetic process|0009098||;product=3-isopropylmalate dehydratase small subunit;protein_id=NP_414613.1;transl_table=11	25.0	21.0	17.0	4.0	5.0	8.0	9.0	12.0	15.0	47.0	82.0	62.0	60.0	22.0	27.0	16.0	10.0	6.0	4.0	6.0	3.0
sense	NC_000913.3	RefSeq	CDS	79464	80864	.	-	0	ID=cds70;Parent=gene72;Dbxref=ASAP:ABE-0000261,UniProtKB/Swiss-Prot:P0A6A6,Genbank:NP_414614.1,EcoGene:EG11576,GeneID:945076;Name=NP_414614.1;Note=3-isopropylmalate isomerase (dehydratase) subunit;Ontology_term=GO:0005737,GO:0009098;gbkey=CDS;gene=leuC;go_component=cytoplasm|0005737||;go_process=leucine biosynthetic process|0009098||;product=3-isopropylmalate dehydratase large subunit;protein_id=NP_414614.1;transl_table=11	30.0	37.0	18.0	12.0	18.0	12.0	23.0	26.0	30.0	60.0	80.0	78.0	71.0	51.0	75.0	78.0	24.0	23.0	16.0	18.0	11.0
sense	NC_000913.3	RefSeq	CDS	80867	81958	.	-	0	ID=cds71;Parent=gene73;Dbxref=ASAP:ABE-0000265,UniProtKB/Swiss-Prot:P30125,Genbank:NP_414615.4,EcoGene:EG11577,GeneID:944798;Name=NP_414615.4;Ontology_term=GO:0005737,GO:0009098;gbkey=CDS;gene=leuB;go_component=cytoplasm|0005737||;go_process=leucine biosynthetic process|0009098||;product=3-isopropylmalate dehydrogenase%2C NAD(+)-dependent;protein_id=NP_414615.4;transl_table=11	49.0	21.0	20.0	19.0	13.0	11.0	20.0	21.0	23.0	49.0	73.0	45.0	73.0	42.0	53.0	52.0	20.0	10.0	4.0	4.0	6.0
sense	NC_000913.3	RefSeq	CDS	81958	83529	.	-	0	ID=cds72;Parent=gene74;Dbxref=ASAP:ABE-0000267,UniProtKB/Swiss-Prot:P09151,Genbank:NP_414616.1,EcoGene:EG11226,GeneID:947465;Name=NP_414616.1;Ontology_term=GO:0005737,GO:0009098;gbkey=CDS;gene=leuA;go_component=cytoplasm|0005737||;go_process=leucine biosynthetic process|0009098||;product=2-isopropylmalate synthase;protein_id=NP_414616.1;transl_table=11	42.0	15.0	17.0	8.0	4.0	13.0	13.0	36.0	28.0	71.0	68.0	60.0	74.0	42.0	57.0	41.0	14.0	6.0	13.0	9.0	6.0
sense	NC_000913.3	RefSeq	CDS	83622	83708	.	-	0	ID=cds73;Parent=gene75;Dbxref=ASAP:ABE-0000269,UniProtKB/Swiss-Prot:P0AD79,Genbank:NP_414617.1,EcoGene:EG11280,GeneID:946072;Name=NP_414617.1;Ontology_term=GO:0005737,GO:0009098;gbkey=CDS;gene=leuL;go_component=cytoplasm|0005737||;go_process=leucine biosynthetic process|0009098||;product=leu operon leader peptide;protein_id=NP_414617.1;transl_table=11	9.0	18.0	6.0	0	0	2.0	4.0	7.0	10.0	12.0	13.0	15.0	64.0	112.0	170.0	178.0	60.0	26.0	14.0	14.0	8.0
